capability_id,platform,impl,status,note
cap.meta.regions.ae,macos,avfoundation,deny,met-avfnoregionsecho
cap.meta.regions.ae,ios,avfoundation,deny,met-avfnoregionsecho
cap.meta.regions.ae,android,camera2ndk,native,
cap.meta.regions.ae,android,camerax,emulate,met-cxinterop
cap.meta.regions.ae,linux,v4l2,deny,met-v4l2nostatesult
cap.meta.regions.ae,linux,libcamera,deny,met-lcnoregionsecho
cap.meta.regions.ae,linux,pipewire,deny,met-pwnometa
cap.meta.regions.ae,win32,mediafoundation,deny,met-mfnoregionsecho
cap.meta.regions.ae,web,getusermedia,deny,met-webnometa
cap.meta.regions.ae,uvc-direct,uvc,deny,met-uvcnoregions
cap.meta.regions.ae,genicam,sfnc,deny,met-genicamnoregions
cap.meta.regions.af,macos,avfoundation,deny,met-avfnoregionsecho
cap.meta.regions.af,ios,avfoundation,deny,met-avfnoregionsecho
cap.meta.regions.af,android,camera2ndk,native,
cap.meta.regions.af,android,camerax,emulate,met-cxinterop
cap.meta.regions.af,linux,v4l2,deny,met-v4l2nostatesult
cap.meta.regions.af,linux,libcamera,deny,met-lcnoregionsecho
cap.meta.regions.af,linux,pipewire,deny,met-pwnometa
cap.meta.regions.af,win32,mediafoundation,deny,met-mfnoregionsecho
cap.meta.regions.af,web,getusermedia,deny,met-webnometa
cap.meta.regions.af,uvc-direct,uvc,deny,met-uvcnoregions
cap.meta.regions.af,genicam,sfnc,deny,met-genicamnoregions
cap.meta.regions.awb,macos,avfoundation,deny,met-avfnoregionsecho
cap.meta.regions.awb,ios,avfoundation,deny,met-avfnoregionsecho
cap.meta.regions.awb,android,camera2ndk,native,
cap.meta.regions.awb,android,camerax,emulate,met-cxinterop
cap.meta.regions.awb,linux,v4l2,deny,met-v4l2nostatesult
cap.meta.regions.awb,linux,libcamera,deny,met-lcnoregionsecho
cap.meta.regions.awb,linux,pipewire,deny,met-pwnometa
cap.meta.regions.awb,win32,mediafoundation,deny,met-mfnoregionsecho
cap.meta.regions.awb,web,getusermedia,deny,met-webnometa
cap.meta.regions.awb,uvc-direct,uvc,deny,met-uvcnoregions
cap.meta.regions.awb,genicam,sfnc,deny,met-genicamnoregions
cap.meta.face.rect,macos,avfoundation,native,met-avfmetaobj
cap.meta.face.rect,ios,avfoundation,native,met-avfmetaobj
cap.meta.face.rect,android,camera2ndk,native,
cap.meta.face.rect,android,camerax,emulate,met-cxinterop
cap.meta.face.rect,linux,v4l2,deny,met-v4l2nodetect
cap.meta.face.rect,linux,libcamera,emulate,met-lcdraftface
cap.meta.face.rect,linux,pipewire,deny,met-pwnometa
cap.meta.face.rect,win32,mediafoundation,native,
cap.meta.face.rect,web,getusermedia,native,met-webfacedetector
cap.meta.face.rect,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.face.rect,genicam,sfnc,deny,met-genicamnodetect
cap.meta.face.id,macos,avfoundation,native,met-avfmetaobj
cap.meta.face.id,ios,avfoundation,native,met-avfmetaobj
cap.meta.face.id,android,camera2ndk,native,
cap.meta.face.id,android,camerax,emulate,met-cxinterop
cap.meta.face.id,linux,v4l2,deny,met-v4l2nodetect
cap.meta.face.id,linux,libcamera,emulate,met-lcdraftface
cap.meta.face.id,linux,pipewire,deny,met-pwnometa
cap.meta.face.id,win32,mediafoundation,deny,met-mfnofaceid
cap.meta.face.id,web,getusermedia,deny,met-webnofaceid
cap.meta.face.id,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.face.id,genicam,sfnc,deny,met-genicamnodetect
cap.meta.face.score,macos,avfoundation,deny,met-avfnofacescore
cap.meta.face.score,ios,avfoundation,deny,met-avfnofacescore
cap.meta.face.score,android,camera2ndk,native,
cap.meta.face.score,android,camerax,emulate,met-cxinterop
cap.meta.face.score,linux,v4l2,deny,met-v4l2nodetect
cap.meta.face.score,linux,libcamera,emulate,met-lcdraftface
cap.meta.face.score,linux,pipewire,deny,met-pwnometa
cap.meta.face.score,win32,mediafoundation,native,
cap.meta.face.score,web,getusermedia,deny,met-webnofacescore
cap.meta.face.score,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.face.score,genicam,sfnc,deny,met-genicamnodetect
cap.meta.face.landmarks,macos,avfoundation,deny,met-avfnolandmarks
cap.meta.face.landmarks,ios,avfoundation,deny,met-avfnolandmarks
cap.meta.face.landmarks,android,camera2ndk,native,met-cam2fulllandmarks
cap.meta.face.landmarks,android,camerax,emulate,met-cxinterop
cap.meta.face.landmarks,linux,v4l2,deny,met-v4l2nodetect
cap.meta.face.landmarks,linux,libcamera,emulate,met-lcdraftface
cap.meta.face.landmarks,linux,pipewire,deny,met-pwnometa
cap.meta.face.landmarks,win32,mediafoundation,native,met-mfwsefacemeta
cap.meta.face.landmarks,web,getusermedia,native,met-webfacedetector
cap.meta.face.landmarks,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.face.landmarks,genicam,sfnc,deny,met-genicamnodetect
cap.meta.face.pose,macos,avfoundation,native,met-avffacepose
cap.meta.face.pose,ios,avfoundation,native,met-avffacepose
cap.meta.face.pose,android,camera2ndk,deny,met-cam2nofacepose
cap.meta.face.pose,android,camerax,deny,met-cam2nofacepose
cap.meta.face.pose,linux,v4l2,deny,met-v4l2nodetect
cap.meta.face.pose,linux,libcamera,deny,met-lcnofacepose
cap.meta.face.pose,linux,pipewire,deny,met-pwnometa
cap.meta.face.pose,win32,mediafoundation,deny,met-mfnofacepose
cap.meta.face.pose,web,getusermedia,deny,met-webnofacepose
cap.meta.face.pose,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.face.pose,genicam,sfnc,deny,met-genicamnodetect
cap.meta.face.expression,macos,avfoundation,deny,met-avfnofaceexpr
cap.meta.face.expression,ios,avfoundation,deny,met-avfnofaceexpr
cap.meta.face.expression,android,camera2ndk,native,met-cam2extfacedetect
cap.meta.face.expression,android,camerax,emulate,met-cxinterop
cap.meta.face.expression,linux,v4l2,deny,met-v4l2nodetect
cap.meta.face.expression,linux,libcamera,deny,met-lcnofaceexpr
cap.meta.face.expression,linux,pipewire,deny,met-pwnometa
cap.meta.face.expression,win32,mediafoundation,native,met-mffaceroichar
cap.meta.face.expression,web,getusermedia,deny,met-webnofaceexpr
cap.meta.face.expression,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.face.expression,genicam,sfnc,deny,met-genicamnodetect
cap.meta.body.rect,macos,avfoundation,native,met-avfbodyobj
cap.meta.body.rect,ios,avfoundation,native,met-avfbodyobj
cap.meta.body.rect,android,camera2ndk,deny,met-cam2nobody
cap.meta.body.rect,android,camerax,deny,met-cam2nobody
cap.meta.body.rect,linux,v4l2,deny,met-v4l2nodetect
cap.meta.body.rect,linux,libcamera,deny,met-lcnobody
cap.meta.body.rect,linux,pipewire,deny,met-pwnometa
cap.meta.body.rect,win32,mediafoundation,deny,met-mfnobody
cap.meta.body.rect,web,getusermedia,deny,met-webnobody
cap.meta.body.rect,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.body.rect,genicam,sfnc,deny,met-genicamnodetect
cap.meta.salient.rect,macos,avfoundation,native,met-avfsalient
cap.meta.salient.rect,ios,avfoundation,native,met-avfsalient
cap.meta.salient.rect,android,camera2ndk,deny,met-cam2nosalient
cap.meta.salient.rect,android,camerax,deny,met-cam2nosalient
cap.meta.salient.rect,linux,v4l2,deny,met-v4l2nodetect
cap.meta.salient.rect,linux,libcamera,deny,met-lcnosalient
cap.meta.salient.rect,linux,pipewire,deny,met-pwnometa
cap.meta.salient.rect,win32,mediafoundation,deny,met-mfnosalient
cap.meta.salient.rect,web,getusermedia,deny,met-webnosalient
cap.meta.salient.rect,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.salient.rect,genicam,sfnc,deny,met-genicamnodetect
cap.meta.code.payload,macos,avfoundation,native,met-avfmrc
cap.meta.code.payload,ios,avfoundation,native,met-avfmrc
cap.meta.code.payload,android,camera2ndk,deny,met-cam2nocode
cap.meta.code.payload,android,camerax,deny,met-cam2nocode
cap.meta.code.payload,linux,v4l2,deny,met-v4l2nodetect
cap.meta.code.payload,linux,libcamera,deny,met-lcnocode
cap.meta.code.payload,linux,pipewire,deny,met-pwnometa
cap.meta.code.payload,win32,mediafoundation,deny,met-mfnocode
cap.meta.code.payload,web,getusermedia,native,met-webbarcodedetector
cap.meta.code.payload,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.code.payload,genicam,sfnc,deny,met-genicamnodetect
cap.meta.scene.change,macos,avfoundation,deny,met-avfnoscenechange
cap.meta.scene.change,ios,avfoundation,deny,met-avfnoscenechange
cap.meta.scene.change,android,camera2ndk,native,
cap.meta.scene.change,android,camerax,emulate,met-cxinterop
cap.meta.scene.change,linux,v4l2,deny,met-v4l2nodetect
cap.meta.scene.change,linux,libcamera,deny,met-lcnoscenechange
cap.meta.scene.change,linux,pipewire,deny,met-pwnometa
cap.meta.scene.change,win32,mediafoundation,deny,met-mfnoscenechange
cap.meta.scene.change,web,getusermedia,deny,met-webnometa
cap.meta.scene.change,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.scene.change,genicam,sfnc,deny,met-genicamnoscene
cap.meta.scene.flicker,macos,avfoundation,deny,met-avfnoflicker
cap.meta.scene.flicker,ios,avfoundation,deny,met-avfnoflicker
cap.meta.scene.flicker,android,camera2ndk,native,
cap.meta.scene.flicker,android,camerax,emulate,met-cxinterop
cap.meta.scene.flicker,linux,v4l2,deny,met-v4l2nodetect
cap.meta.scene.flicker,linux,libcamera,native,
cap.meta.scene.flicker,linux,pipewire,deny,met-pwnometa
cap.meta.scene.flicker,win32,mediafoundation,deny,met-mfnoflicker
cap.meta.scene.flicker,web,getusermedia,deny,met-webnometa
cap.meta.scene.flicker,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.scene.flicker,genicam,sfnc,deny,met-genicamnoscene
cap.meta.scene.nighthint,macos,avfoundation,deny,met-avfnonighthint
cap.meta.scene.nighthint,ios,avfoundation,deny,met-avfnonighthint
cap.meta.scene.nighthint,android,camera2ndk,native,met-cam2nightext
cap.meta.scene.nighthint,android,camerax,emulate,met-cxinterop
cap.meta.scene.nighthint,linux,v4l2,deny,met-v4l2nodetect
cap.meta.scene.nighthint,linux,libcamera,deny,met-lcnonighthint
cap.meta.scene.nighthint,linux,pipewire,deny,met-pwnometa
cap.meta.scene.nighthint,win32,mediafoundation,deny,met-mfnonighthint
cap.meta.scene.nighthint,web,getusermedia,deny,met-webnometa
cap.meta.scene.nighthint,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.scene.nighthint,genicam,sfnc,deny,met-genicamnoscene
cap.meta.scene.illuminance,macos,avfoundation,deny,met-avfnoillum
cap.meta.scene.illuminance,ios,avfoundation,deny,met-avfnoillum
cap.meta.scene.illuminance,android,camera2ndk,deny,met-cam2noillum
cap.meta.scene.illuminance,android,camerax,deny,met-cam2noillum
cap.meta.scene.illuminance,linux,v4l2,deny,met-v4l2nodetect
cap.meta.scene.illuminance,linux,libcamera,native,
cap.meta.scene.illuminance,linux,pipewire,deny,met-pwnometa
cap.meta.scene.illuminance,win32,mediafoundation,deny,met-mfnoillum
cap.meta.scene.illuminance,web,getusermedia,deny,met-webnometa
cap.meta.scene.illuminance,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.scene.illuminance,genicam,sfnc,deny,met-genicamnoscene
cap.meta.scene.focusfom,macos,avfoundation,deny,met-avfnofocusfom
cap.meta.scene.focusfom,ios,avfoundation,deny,met-avfnofocusfom
cap.meta.scene.focusfom,android,camera2ndk,deny,met-cam2nofocusfom
cap.meta.scene.focusfom,android,camerax,deny,met-cam2nofocusfom
cap.meta.scene.focusfom,linux,v4l2,deny,met-v4l2nodetect
cap.meta.scene.focusfom,linux,libcamera,native,
cap.meta.scene.focusfom,linux,pipewire,deny,met-pwnometa
cap.meta.scene.focusfom,win32,mediafoundation,deny,met-mfnofocusfom
cap.meta.scene.focusfom,web,getusermedia,deny,met-webnometa
cap.meta.scene.focusfom,uvc-direct,uvc,deny,met-uvcnodetect
cap.meta.scene.focusfom,genicam,sfnc,deny,met-genicamnoscene
cap.meta.stats.histogram,macos,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.histogram,ios,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.histogram,android,camera2ndk,native,met-cam2histlimited
cap.meta.stats.histogram,android,camerax,emulate,met-cxinterop
cap.meta.stats.histogram,linux,v4l2,native,met-v4l2hgo
cap.meta.stats.histogram,linux,libcamera,deny,met-lcnohistogram
cap.meta.stats.histogram,linux,pipewire,deny,met-pwnometa
cap.meta.stats.histogram,win32,mediafoundation,native,
cap.meta.stats.histogram,web,getusermedia,deny,met-webnometa
cap.meta.stats.histogram,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.stats.histogram,genicam,sfnc,deny,met-genicamnohist
cap.meta.stats.sharpnessmap,macos,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.sharpnessmap,ios,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.sharpnessmap,android,camera2ndk,native,met-cam2sharplimited
cap.meta.stats.sharpnessmap,android,camerax,emulate,met-cxinterop
cap.meta.stats.sharpnessmap,linux,v4l2,deny,met-v4l2nostatmap
cap.meta.stats.sharpnessmap,linux,libcamera,deny,met-lcnosharpmap
cap.meta.stats.sharpnessmap,linux,pipewire,deny,met-pwnometa
cap.meta.stats.sharpnessmap,win32,mediafoundation,deny,met-mfnosharpmap
cap.meta.stats.sharpnessmap,web,getusermedia,deny,met-webnometa
cap.meta.stats.sharpnessmap,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.stats.sharpnessmap,genicam,sfnc,deny,met-genicamnostatmap
cap.meta.stats.lensshadingmap,macos,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.lensshadingmap,ios,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.lensshadingmap,android,camera2ndk,native,
cap.meta.stats.lensshadingmap,android,camerax,emulate,met-cxinterop
cap.meta.stats.lensshadingmap,linux,v4l2,deny,met-v4l2nostatmap
cap.meta.stats.lensshadingmap,linux,libcamera,deny,met-lcshadingavail
cap.meta.stats.lensshadingmap,linux,pipewire,deny,met-pwnometa
cap.meta.stats.lensshadingmap,win32,mediafoundation,deny,met-mfnoshadingmap
cap.meta.stats.lensshadingmap,web,getusermedia,deny,met-webnometa
cap.meta.stats.lensshadingmap,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.stats.lensshadingmap,genicam,sfnc,deny,met-genicamnostatmap
cap.meta.stats.hotpixelmap,macos,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.hotpixelmap,ios,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.hotpixelmap,android,camera2ndk,native,
cap.meta.stats.hotpixelmap,android,camerax,emulate,met-cxinterop
cap.meta.stats.hotpixelmap,linux,v4l2,deny,met-v4l2nostatmap
cap.meta.stats.hotpixelmap,linux,libcamera,deny,met-lcnohotpixel
cap.meta.stats.hotpixelmap,linux,pipewire,deny,met-pwnometa
cap.meta.stats.hotpixelmap,win32,mediafoundation,deny,met-mfnohotpixel
cap.meta.stats.hotpixelmap,web,getusermedia,deny,met-webnometa
cap.meta.stats.hotpixelmap,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.stats.hotpixelmap,genicam,sfnc,deny,met-genicamnostatmap
cap.meta.stats.predictedcolor,macos,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.predictedcolor,ios,avfoundation,deny,met-avfnostatsmap
cap.meta.stats.predictedcolor,android,camera2ndk,?,met-cam2predcolordeprecated
cap.meta.stats.predictedcolor,android,camerax,?,met-cam2predcolordeprecated
cap.meta.stats.predictedcolor,linux,v4l2,deny,met-v4l2nostatmap
cap.meta.stats.predictedcolor,linux,libcamera,deny,met-lcnopredcolor
cap.meta.stats.predictedcolor,linux,pipewire,deny,met-pwnometa
cap.meta.stats.predictedcolor,win32,mediafoundation,deny,met-mfnopredcolor
cap.meta.stats.predictedcolor,web,getusermedia,deny,met-webnometa
cap.meta.stats.predictedcolor,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.stats.predictedcolor,genicam,sfnc,deny,met-genicamnostatmap
cap.meta.stats.ispblob,macos,avfoundation,deny,met-avfnoispblob
cap.meta.stats.ispblob,ios,avfoundation,deny,met-avfnoispblob
cap.meta.stats.ispblob,android,camera2ndk,deny,met-cam2noispblob
cap.meta.stats.ispblob,android,camerax,deny,met-cam2noispblob
cap.meta.stats.ispblob,linux,v4l2,native,met-v4l2ispstat
cap.meta.stats.ispblob,linux,libcamera,native,met-lcrpistats
cap.meta.stats.ispblob,linux,pipewire,deny,met-pwnometa
cap.meta.stats.ispblob,win32,mediafoundation,deny,met-mfnoispblob
cap.meta.stats.ispblob,web,getusermedia,deny,met-webnometa
cap.meta.stats.ispblob,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.stats.ispblob,genicam,sfnc,deny,met-genicamnoispblob
cap.meta.stats.ispparams,macos,avfoundation,deny,met-avfnoispparams
cap.meta.stats.ispparams,ios,avfoundation,deny,met-avfnoispparams
cap.meta.stats.ispparams,android,camera2ndk,deny,met-cam2noispparams
cap.meta.stats.ispparams,android,camerax,deny,met-cam2noispparams
cap.meta.stats.ispparams,linux,v4l2,native,met-v4l2ispparams
cap.meta.stats.ispparams,linux,libcamera,deny,met-lcnoispparams
cap.meta.stats.ispparams,linux,pipewire,deny,met-pwnometa
cap.meta.stats.ispparams,win32,mediafoundation,deny,met-mfnoispparams
cap.meta.stats.ispparams,web,getusermedia,deny,met-webnometa
cap.meta.stats.ispparams,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.stats.ispparams,genicam,sfnc,deny,met-genicamnoispparams
cap.meta.ois.samples,macos,avfoundation,deny,met-avfnoois
cap.meta.ois.samples,ios,avfoundation,deny,met-avfnoois
cap.meta.ois.samples,android,camera2ndk,native,
cap.meta.ois.samples,android,camerax,emulate,met-cxinterop
cap.meta.ois.samples,linux,v4l2,deny,met-v4l2noois
cap.meta.ois.samples,linux,libcamera,deny,met-lcnoois
cap.meta.ois.samples,linux,pipewire,deny,met-pwnometa
cap.meta.ois.samples,win32,mediafoundation,deny,met-mfnoois
cap.meta.ois.samples,web,getusermedia,deny,met-webnometa
cap.meta.ois.samples,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.ois.samples,genicam,sfnc,deny,met-genicamnoois
cap.meta.sensortemperature,macos,avfoundation,deny,met-avfnosensortemp
cap.meta.sensortemperature,ios,avfoundation,deny,met-avfnosensortemp
cap.meta.sensortemperature,android,camera2ndk,deny,met-cam2nosensortemp
cap.meta.sensortemperature,android,camerax,deny,met-cam2nosensortemp
cap.meta.sensortemperature,linux,v4l2,deny,met-v4l2nosensortemp
cap.meta.sensortemperature,linux,libcamera,native,
cap.meta.sensortemperature,linux,pipewire,deny,met-pwnometa
cap.meta.sensortemperature,win32,mediafoundation,deny,met-mfnosensortemp
cap.meta.sensortemperature,web,getusermedia,deny,met-webnometa
cap.meta.sensortemperature,uvc-direct,uvc,deny,met-uvcnostats
cap.meta.sensortemperature,genicam,sfnc,deny,met-genicamnosensortemp
cap.meta.embedded.sensorlines,macos,avfoundation,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,ios,avfoundation,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,android,camera2ndk,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,android,camerax,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,linux,v4l2,native,met-v4l2csilines
cap.meta.embedded.sensorlines,linux,libcamera,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,linux,pipewire,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,win32,mediafoundation,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,web,getusermedia,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,uvc-direct,uvc,deny,met-ceilingdeny
cap.meta.embedded.sensorlines,genicam,sfnc,deny,met-ceilingdeny
cap.meta.embedded.uvcheader,macos,avfoundation,deny,met-avfnouvcheader
cap.meta.embedded.uvcheader,ios,avfoundation,deny,met-avfnouvcheader
cap.meta.embedded.uvcheader,android,camera2ndk,deny,met-cam2nouvcheader
cap.meta.embedded.uvcheader,android,camerax,deny,met-cam2nouvcheader
cap.meta.embedded.uvcheader,linux,v4l2,native,met-v4l2uvcheader
cap.meta.embedded.uvcheader,linux,libcamera,deny,met-lcnouvcheader
cap.meta.embedded.uvcheader,linux,pipewire,deny,met-pwnometa
cap.meta.embedded.uvcheader,win32,mediafoundation,deny,met-mfnouvcheader
cap.meta.embedded.uvcheader,web,getusermedia,deny,met-webnometa
cap.meta.embedded.uvcheader,uvc-direct,uvc,native,met-uvcpayloadhdr
cap.meta.embedded.uvcheader,genicam,sfnc,deny,met-genicamnouvc
cap.meta.chunk.iostate,macos,avfoundation,deny,met-avfnochunk
cap.meta.chunk.iostate,ios,avfoundation,deny,met-avfnochunk
cap.meta.chunk.iostate,android,camera2ndk,deny,met-cam2nochunk
cap.meta.chunk.iostate,android,camerax,deny,met-cam2nochunk
cap.meta.chunk.iostate,linux,v4l2,deny,met-v4l2nochunk
cap.meta.chunk.iostate,linux,libcamera,deny,met-lcnochunk
cap.meta.chunk.iostate,linux,pipewire,deny,met-pwnometa
cap.meta.chunk.iostate,win32,mediafoundation,deny,met-mfnochunk
cap.meta.chunk.iostate,web,getusermedia,deny,met-webnometa
cap.meta.chunk.iostate,uvc-direct,uvc,deny,met-uvcnochunk
cap.meta.chunk.iostate,genicam,sfnc,native,met-chunkio
cap.meta.chunk.frameid,macos,avfoundation,deny,met-avfnochunk
cap.meta.chunk.frameid,ios,avfoundation,deny,met-avfnochunk
cap.meta.chunk.frameid,android,camera2ndk,deny,met-cam2nochunkframeid
cap.meta.chunk.frameid,android,camerax,deny,met-cam2nochunkframeid
cap.meta.chunk.frameid,linux,v4l2,deny,met-v4l2nochunk
cap.meta.chunk.frameid,linux,libcamera,deny,met-lcnochunk
cap.meta.chunk.frameid,linux,pipewire,deny,met-pwnometa
cap.meta.chunk.frameid,win32,mediafoundation,deny,met-mfnochunk
cap.meta.chunk.frameid,web,getusermedia,deny,met-webnometa
cap.meta.chunk.frameid,uvc-direct,uvc,deny,met-uvcnochunk
cap.meta.chunk.frameid,genicam,sfnc,native,met-chunkframeid
cap.meta.transform.orientation,macos,avfoundation,deny,met-avfnotransformecho
cap.meta.transform.orientation,ios,avfoundation,deny,met-avfnotransformecho
cap.meta.transform.orientation,android,camera2ndk,deny,met-cam2notransformecho
cap.meta.transform.orientation,android,camerax,deny,met-cam2notransformecho
cap.meta.transform.orientation,linux,v4l2,deny,met-v4l2notransformecho
cap.meta.transform.orientation,linux,libcamera,deny,met-lcnotransformecho
cap.meta.transform.orientation,linux,pipewire,native,met-pwtransform
cap.meta.transform.orientation,win32,mediafoundation,deny,met-mfnotransformecho
cap.meta.transform.orientation,web,getusermedia,native,met-webvideoframexform
cap.meta.transform.orientation,uvc-direct,uvc,deny,met-uvcnotransform
cap.meta.transform.orientation,genicam,sfnc,deny,met-genicamnotransform
cap.meta.damage.region,macos,avfoundation,deny,met-avfnodamage
cap.meta.damage.region,ios,avfoundation,deny,met-avfnodamage
cap.meta.damage.region,android,camera2ndk,deny,met-cam2nodamage
cap.meta.damage.region,android,camerax,deny,met-cam2nodamage
cap.meta.damage.region,linux,v4l2,deny,met-v4l2nodamage
cap.meta.damage.region,linux,libcamera,deny,met-lcnodamage
cap.meta.damage.region,linux,pipewire,native,met-pwdamage
cap.meta.damage.region,win32,mediafoundation,deny,met-mfnodamage
cap.meta.damage.region,web,getusermedia,deny,met-webnodamage
cap.meta.damage.region,uvc-direct,uvc,deny,met-uvcnodamage
cap.meta.damage.region,genicam,sfnc,deny,met-genicamnodamage
cap.meta.illumination.ir,macos,avfoundation,deny,met-avfnoirillum
cap.meta.illumination.ir,ios,avfoundation,deny,met-avfnoirillum
cap.meta.illumination.ir,android,camera2ndk,deny,met-cam2noirillum
cap.meta.illumination.ir,android,camerax,deny,met-cam2noirillum
cap.meta.illumination.ir,linux,v4l2,deny,met-v4l2noirillum
cap.meta.illumination.ir,linux,libcamera,deny,met-lcnoirillum
cap.meta.illumination.ir,linux,pipewire,deny,met-pwnometa
cap.meta.illumination.ir,win32,mediafoundation,native,
cap.meta.illumination.ir,web,getusermedia,deny,met-webnometa
cap.meta.illumination.ir,uvc-direct,uvc,deny,met-uvcnoirillum
cap.meta.illumination.ir,genicam,sfnc,deny,met-genicamnoirillum
cap.meta.segmask,macos,avfoundation,deny,met-avfnosegmask
cap.meta.segmask,ios,avfoundation,deny,met-avfnosegmask
cap.meta.segmask,android,camera2ndk,deny,met-cam2nosegmask
cap.meta.segmask,android,camerax,deny,met-cam2nosegmask
cap.meta.segmask,linux,v4l2,deny,met-v4l2nosegmask
cap.meta.segmask,linux,libcamera,deny,met-lcnosegmask
cap.meta.segmask,linux,pipewire,deny,met-pwnometa
cap.meta.segmask,win32,mediafoundation,native,met-mfsegmask
cap.meta.segmask,web,getusermedia,deny,met-webnosegmask
cap.meta.segmask,uvc-direct,uvc,deny,met-uvcnosegmask
cap.meta.segmask,genicam,sfnc,deny,met-genicamnosegmask
cap.meta.exifblob,macos,avfoundation,emulate,met-avfexifstill
cap.meta.exifblob,ios,avfoundation,emulate,met-avfexifstill
cap.meta.exifblob,android,camera2ndk,native,met-cam2jpegexif
cap.meta.exifblob,android,camerax,emulate,met-cxinterop
cap.meta.exifblob,linux,v4l2,deny,met-v4l2noexif
cap.meta.exifblob,linux,libcamera,deny,met-lcnoexif
cap.meta.exifblob,linux,pipewire,deny,met-pwnometa
cap.meta.exifblob,win32,mediafoundation,native,
cap.meta.exifblob,web,getusermedia,deny,met-webnometa
cap.meta.exifblob,uvc-direct,uvc,deny,met-uvcnoexif
cap.meta.exifblob,genicam,sfnc,deny,met-genicamnoexif
cap.meta.bracketcorrelation,macos,avfoundation,deny,met-avfnobracketid
cap.meta.bracketcorrelation,ios,avfoundation,emulate,met-synthbracketid
cap.meta.bracketcorrelation,android,camera2ndk,emulate,met-synthbracketid
cap.meta.bracketcorrelation,android,camerax,emulate,met-synthbracketid
cap.meta.bracketcorrelation,linux,v4l2,deny,met-v4l2nobracketid
cap.meta.bracketcorrelation,linux,libcamera,deny,met-lcnobracketid
cap.meta.bracketcorrelation,linux,pipewire,deny,met-pwnometa
cap.meta.bracketcorrelation,win32,mediafoundation,native,
cap.meta.bracketcorrelation,web,getusermedia,deny,met-webnometa
cap.meta.bracketcorrelation,uvc-direct,uvc,deny,met-uvcnobracketid
cap.meta.bracketcorrelation,genicam,sfnc,emulate,met-genicamsequencerid
cap.meta.event.exposurephase,macos,avfoundation,deny,met-ceilingdeny
cap.meta.event.exposurephase,ios,avfoundation,deny,met-ceilingdeny
cap.meta.event.exposurephase,android,camera2ndk,deny,met-ceilingdeny
cap.meta.event.exposurephase,android,camerax,deny,met-ceilingdeny
cap.meta.event.exposurephase,linux,v4l2,deny,met-ceilingdeny
cap.meta.event.exposurephase,linux,libcamera,deny,met-ceilingdeny
cap.meta.event.exposurephase,linux,pipewire,deny,met-ceilingdeny
cap.meta.event.exposurephase,win32,mediafoundation,deny,met-ceilingdeny
cap.meta.event.exposurephase,web,getusermedia,deny,met-ceilingdeny
cap.meta.event.exposurephase,uvc-direct,uvc,deny,met-ceilingdeny
cap.meta.event.exposurephase,genicam,sfnc,native,met-genicamevent
cap.meta.custom.blob,macos,avfoundation,deny,met-avfnocustomblob
cap.meta.custom.blob,ios,avfoundation,deny,met-avfnocustomblob
cap.meta.custom.blob,android,camera2ndk,deny,met-cam2nocustomblob
cap.meta.custom.blob,android,camerax,deny,met-cam2nocustomblob
cap.meta.custom.blob,linux,v4l2,deny,met-v4l2nocustomblob
